pesticide,crop
Oxydemeton-methyl 25 % EC,Tobacco
Oxydemeton-methyl 25 % EC,Tomato
Oxyfluorfen 2.5% + Isopropyl amine salt of Glyphosate 41% w/w SC,Tea
Oxyfluorfen 20% + Clodinafop-Propargyl 5% DF,Onion
Paraquat Dichloride 22.4 % w/w + Oxyfluorfen 1.99 % w/w EW,Rice
Paraquat Dichloride 22.4 % w/w + Oxyfluorfen 1.99 % w/w EW,Transplanted
Paraquat Dichloride 24% + Oxyfluorfen 5% SC,Tea
Paraquat Dichloride 7.50% + Glyphosate 30% SC,Non-crop area
Paraquat dichloride 24% SL,(Post-emergence
Paraquat dichloride 24% SL,(minimum
Paraquat dichloride 24% SL,Apple
Paraquat dichloride 24% SL,"Aquatic
weed"
Paraquat dichloride 24% SL,"Canals,"
Paraquat dichloride 24% SL,Grapes
Paraquat dichloride 24% SL,Maize
Paraquat dichloride 24% SL,Ponds Etc.
Paraquat dichloride 24% SL,Potato
Paraquat dichloride 24% SL,Rice
Paraquat dichloride 24% SL,Tea
Paraquat dichloride 24% SL,Water ways
Paraquat dichloride 24% SL,Wheat
Paraquat dichloride 24% SL,[ p r e - p l a n t
Paraquat dichloride 24% SL,control
Paraquat dichloride 24% SL,controlling
Paraquat dichloride 24% SL,"directed
inter"
Paraquat dichloride 24% SL,of weeds)
Paraquat dichloride 24% SL,"row
application"
Paraquat dichloride 24% SL,sowing/transplan
Paraquat dichloride 24% SL,sowing]
Paraquat dichloride 24% SL,standing weeds]
Paraquat dichloride 24% SL,"tillage)
before"
Paraquat dichloride 24% SL,"ting
for"
Pencycuron 22.9% SC,Potato tuber
Pencycuron 22.9% SC,Rice (Paddy)
Pendimethalin 24% + Oxyfluorfen 4.1% w/v ZE,Onion
Pendimethalin 30% EC,& direct sown
Pendimethalin 30% EC,Chilli
Pendimethalin 30% EC,Cotton
Pendimethalin 30% EC,Cumin
Pendimethalin 30% EC,Groundnut
Pendimethalin 30% EC,Mustard
Pendimethalin 30% EC,Onion
Pendimethalin 30% EC,Ponds Etc.
Pendimethalin 30% EC,Rice (Nursery)
Pendimethalin 30% EC,Rice (Transplanted
Pendimethalin 30% EC,Soybean
Pendimethalin 30% EC,Upland)
Pendimethalin 30% EC,Wheat
Pendimethalin 30%+ Imazethapyr 2% EC,Soybean
Pendimethalin 35% + Metribuzin 3.5% w/w SE,Wheat
Pendimethalin 38.4% + Pyrazosulfuron ethyl 0.85% ZC,Rice
Pendimethalin 38.4% + Pyrazosulfuron ethyl 0.85% ZC,Transplanted
Pendimethalin 40% + Metribuzin 8% EC,Wheat
Penoxsulam 0.97% w/w + Butachlor 38.8% w/w SE,Rice
Penoxsulam 0.97% w/w + Butachlor 38.8% w/w SE,Transplanted
Penoxsulam 1% + Pendimethalin 24% w/w SE,(Direct seeded
Penoxsulam 1% + Pendimethalin 24% w/w SE,Rice
Penoxsulam 1% + Pendimethalin 24% w/w SE,Rice)
Penoxsulam 1.02 % + Cyhalofop-butyl 5.1% OD,(Direct seeded
Penoxsulam 1.02 % + Cyhalofop-butyl 5.1% OD,(Transplanted
Penoxsulam 1.02 % + Cyhalofop-butyl 5.1% OD,Rice
Penoxsulam 1.02 % + Cyhalofop-butyl 5.1% OD,Rice)
Penoxsulam 2% + Oxadiazon 21 % w/w SC,(Transplanted
Penoxsulam 2% + Oxadiazon 21 % w/w SC,Paddy
Penoxsulam 2% + Oxadiazon 21 % w/w SC,rice)
Penoxsulam 2.67% OD,(Transplanted
Penoxsulam 2.67% OD,Chickpea
Penoxsulam 2.67% OD,Chilli
Penoxsulam 2.67% OD,Cluster bean
Penoxsulam 2.67% OD,Rice
Penoxsulam 2.67% OD,Rice (Direct
Penoxsulam 2.67% OD,Rice)
Penoxsulam 2.67% OD,Seeded Rice)
Penoxsulam 2.67% OD,Sesamum
Penoxsulam 2.67% OD,Soybean
Permethrin 2% w/w Aerosol (To be used in Aircraft only),Ready to use household insecticides
Permethrin 2% w/w Aerosol (To be used in Aircraft only),Ready to use insecticides
Permethrin 25 % EC,Cotton
Phenthoate 02 % DP,Safflower
Phenthoate 02 % DP,Sorghum
Phenthoate 35% + Emamectin benzoate 3.5% w/w EC,Chilli
Phenthoate 35% + Emamectin benzoate 3.5% w/w EC,Sugarcane
Phenthoate 45% + Cypermethrin 6% EC,Cabbage
Phenthoate 45% + Cypermethrin 6% EC,Paddy
Phenthoate 50 % EC,Ground nut
Phenthoate 50 % EC,Paddy (Rice)
Phosalone 04 % DP,Sorghum
Phosalone 35 % EC,Barely
Phosalone 35 % EC,Brinjal
Phosalone 35 % EC,Cabbage
Phosalone 35 % EC,Jute
Phosalone 35 % EC,Sorghum
Phosalone 35 % EC,Tea
Phosalone 35 % EC,Tomato
Phosmet 50% WP,Apple
Phosmet 50% WP,Chilli
Phosmet 50% WP,Cotton
Phosmet 50% WP,Rice
Picarbutrazox 9.53% w/w SC,Cotton
Picarbutrazox 9.53% w/w SC,Grape
Picarbutrazox 9.53% w/w SC,Potato
Picarbutrazox 9.53% w/w SC,Tomato
Pirimiphos methyl 50 % EC,"Location
Name of the pest"
Pirimiphos methyl 50 % EC,"Mosquito
Mosquito"
Pirimiphos methyl 50 % EC,breeding
Pirimiphos methyl 50 % EC,larvae
Pirimiphos methyl 50 % EC,surface
Pirimiphos-methyl 01 % Spray,Location
Pirimiphos-methyl 01 % Spray,Space spray inhouses
Pirimiphos-methyl 01 % Spray,Spot spray inhouses
Pretilachlor 27.4% w/w + Florpyrauxifen-benzyl 0.91% w/w EC,Direct
Pretilachlor 27.4% w/w + Florpyrauxifen-benzyl 0.91% w/w EC,Rice
Pretilachlor 27.4% w/w + Florpyrauxifen-benzyl 0.91% w/w EC,Seeded Rice
Pretilachlor 27.4% w/w + Florpyrauxifen-benzyl 0.91% w/w EC,Transplanted
Pretilachlor 30.0% + Pyrazosulfuron Ethyl 0.75% WG,Paddy (Direct
Pretilachlor 30.0% + Pyrazosulfuron Ethyl 0.75% WG,seeded Rice)
Pretilachlor 30.2% w/w + Florpyrauxifen-benzyl 1.01% w/w EW,Transplanted rice
Pretilachlor 6.0% +Pyrazosulfuron Ethyl 0.15% GR,Paddy
Pretilachlor 6.0% +Pyrazosulfuron Ethyl 0.15% GR,Transplanted
Profenofos 40 % + Cypermethrin 04 % EC,Cotton
Profenofos 40 % + Cypermethrin 04 % EC,Sugarcane
Profenofos 40 % + Fenpyroximate 02.50 % w/w EC,Brinjal
Profenofos 40 % + Fenpyroximate 02.50 % w/w EC,Chilli
Profenofos 40 % + Fenpyroximate 02.50 % w/w EC,Cotton
Profenofos 50 % EC,Chilli
Profenofos 50 % EC,Cotton
Profenofos 50 % EC,Onion
Profenofos 50 % EC,Soybean
Profenofos 50% + Fenpropathrin 5% EC,Chilli
Profenofos 50% + Fenpropathrin 5% EC,Cotton
Propanil 35% EC,Cotton
Propanil 35% EC,Rice
Propanil 35% EC,Transplanted
Propaquizafop 2.5% + Imazethapyr 3.75% w/w ME,Blackgram
Propaquizafop 2.5% + Imazethapyr 3.75% w/w ME,Clusterbean
Propaquizafop 2.5% + Imazethapyr 3.75% w/w ME,Groundnut
Propaquizafop 2.5% + Imazethapyr 3.75% w/w ME,Soybean
Propaquizafop 5% + Oxyfluorfen 12% w/w EC,Onion
Propaquizafop 5% + Oxyfluorfen 12% w/w EC,Rice
Propaquizafop 5% + Oxyfluorfen 12% w/w EC,Transplanted
Propargite 57 % EC,Apple
Propargite 57 % EC,Brinjal
Propargite 57 % EC,Chilli
Propargite 57 % EC,Mango
Propargite 57 % EC,Onion
Propargite 57 % EC,Paddy (Rice)
Propargite 57 % EC,Tea
Propetamphos 01 % Spray,Ready to use household insecticide
Propiconazole 10% + Thiophanate-Methyl 42% WP,Wheat
Propineb 70%WP,Apple
Propineb 70%WP,Banana
Propineb 70%WP,Chilli
Propineb 70%WP,Corn
Propineb 70%WP,Cotton
Propineb 70%WP,Groundnut
Propineb 70%WP,Paddy (Rice)
Propineb 70%WP,Pomegranate
Propineb 70%WP,Potato
Propineb 70%WP,Soybean
Propineb 70%WP,Tomato
Propineb 70.0% + Cymoxanil 6.0% WP,Black gram
Propineb 70.0% + Cymoxanil 6.0% WP,Grape
Propineb 70.0% + Cymoxanil 6.0% WP,Mango
Propineb 70.0% + Cymoxanil 6.0% WP,P
Propineb 70.0% + Cymoxanil 6.0% WP,Soybean
Propineb 70.0% + Cymoxanil 6.0% WP,addy  (Rice)
Propoxur 20 % EC,"Mite, Silver fish,"
Propoxur 20 % EC,"Spider, Ants etc."
Pydiflumetofen 13.6%w/w + Propiconazole 11.4% w/w SE,Cotton
Pydiflumetofen 13.6%w/w + Propiconazole 11.4% w/w SE,Soybean
Pydiflumetofen 13.6%w/w + Propiconazole 11.4% w/w SE,Wheat
Pydiflumetofen 6.89% + Difenoconazole 11.49% w/w SC,Banana
Pydiflumetofen 6.89% + Difenoconazole 11.49% w/w SC,Chilli
Pydiflumetofen 6.89% + Difenoconazole 11.49% w/w SC,Coffee
Pydiflumetofen 6.89% + Difenoconazole 11.49% w/w SC,Cumin
Pydiflumetofen 6.89% + Difenoconazole 11.49% w/w SC,Grape
Pydiflumetofen 6.89% + Difenoconazole 11.49% w/w SC,Groundnut
Pydiflumetofen 6.89% + Difenoconazole 11.49% w/w SC,Maize
Pydiflumetofen 6.89% + Difenoconazole 11.49% w/w SC,Paddy
Pydiflumetofen 6.89% + Difenoconazole 11.49% w/w SC,Rice
Pydiflumetofen 6.89% + Difenoconazole 11.49% w/w SC,Soybean
Pydiflumetofen 6.89% + Difenoconazole 11.49% w/w SC,Tomato
Pydiflumetofen 6.89% + Difenoconazole 11.49% w/w SC,Wheat
Pymetrozine 11.3% w/w + Triflumezopyrim 1.9% w/w SC,Paddy
Pymetrozine 11.3% w/w + Triflumezopyrim 1.9% w/w SC,Rice
Pymetrozine 14.8% + Fipronil 7.5% + Dinotefuran 4.8% w/w SC,Paddy
Pymetrozine 14.8% + Fipronil 7.5% + Dinotefuran 4.8% w/w SC,Rice
Pymetrozine 25.0% + Thiamethoxam 17.5% + Hexaconazole 12.5% WG,Paddy
Pymetrozine 29.2 % + Dinotefuran 11.7 % w/w WDG,Brinjal
Pymetrozine 29.2 % + Dinotefuran 11.7 % w/w WDG,Rice
Pymetrozine 30% + Dinotefuran 10% + Pyraclostrobin 20% WG,Paddy
Pymetrozine 30.0% + Tebuconazole 37.0% WG,Paddy
Pyraclostrobin 10% + Fipronil 5% w/v SC,Chilli
Pyraclostrobin 10% + Fipronil 5% w/v SC,Rice
Pyraclostrobin 10% + Thifluzamide 10% w/v SC,Groundnut
Pyraclostrobin 10% + Thifluzamide 10% w/v SC,Rice
Pyraclostrobin 10% + Thifluzamide 10% w/v SC,Tomato
Pyraclostrobin 3.5% + Thiram 15.0% + Clothianidin 22.5% FS,(Seed
Pyraclostrobin 3.5% + Thiram 15.0% + Clothianidin 22.5% FS,Ground nut
Pyraclostrobin 3.5% + Thiram 15.0% + Clothianidin 22.5% FS,Treatment)
Pyridaben 20 % w/w WP,Apple
Pyridaben 20 % w/w WP,Brinjal
Pyridaben 20 % w/w WP,Chilli
Pyridaben 20 % w/w WP,Cotton
Pyridaben 20 % w/w WP,Tea
Pyridalyl 10 % EC,Cabbage
Pyridalyl 10 % EC,Cotton
Pyridalyl 10 % EC,Maize
Pyridalyl 10 % EC,Okra
Pyrifluinazon 20% WG,Cotton
Pyriofenone 18 % w/v SC,Grape
Pyriproxyfen 00.50 % GR,Breeding habitats
Pyriproxyfen 00.50 % GR,Clean water/Domestic containers
Pyriproxyfen 00.50 % GR,Polluted/ Peri-domestic breeding habitat
Pyriproxyfen 00.50 % GR,"surface water
Anopheles subpictus"
Pyriproxyfen 05 % + Diafenthiuron 25 % SE,Chilli
Pyriproxyfen 05 % + Diafenthiuron 25 % SE,Cotton
Pyriproxyfen 05 % + Fenpropathrin 15 % EC,Brinjal
Pyriproxyfen 05 % + Fenpropathrin 15 % EC,Chilli
Pyriproxyfen 05 % + Fenpropathrin 15 % EC,Cotton
Pyriproxyfen 05 % + Fenpropathrin 15 % EC,Okra (Bhindi)
Pyriproxyfen 05 % + Fenpropathrin 15 % EC,Treatment)
Pyriproxyfen 10 % EC,Brinjal
Pyriproxyfen 10 % EC,Chilli
Pyriproxyfen 10 % EC,Cotton
Pyriproxyfen 10 % EC,Okra
Pyriproxyfen 10% EW,Cotton
Pyriproxyfen 10% EW,Okra
Pyrithiobac Sodium 3.1 % w /w + Pendimethalin 34.0 % w/w ZC,Cotton
Pyrithiobac Sodium 4.5 w/w % + Glyphosate 60% w/w SG,Non crop area
Pyrithiobac Sodium 6% w/w+ Quizalofop-ethyl 4% w/w EC,Cotton
Quinalphos 01.50 % DP,Apple
Quinalphos 01.50 % DP,Banana
Quinalphos 01.50 % DP,Bhindi (Okra)
Quinalphos 01.50 % DP,Cauliflower
Quinalphos 01.50 % DP,Chilli
Quinalphos 01.50 % DP,Citrus
Quinalphos 01.50 % DP,Cotton
Quinalphos 01.50 % DP,French bean
Quinalphos 01.50 % DP,Gram
Quinalphos 01.50 % DP,Ground nut
Quinalphos 01.50 % DP,Paddy (Rice)
Quinalphos 01.50 % DP,Pomegranate
Quinalphos 01.50 % DP,Red gram
Quinalphos 01.50 % DP,Safflower
Quinalphos 01.50 % DP,Soybean
Quinalphos 01.50 % DP,Tea
Quinalphos 01.50 % DP,Tomato
Quinalphos 05 % Granules,Paddy (Rice)
Quinalphos 20 % AF,Cotton
Quinalphos 20 % AF,Groundnut
Quinalphos 20 % AF,Okra (Bhindi)
Quinalphos 20 % AF,Pigeon pea
Quinalphos 20 % AF,Rice (Paddy)
Quinalphos 20 % AF,Tea
Quinalphos 20 % AF,Tomato
Quinalphos 25 % EC,Apple
Quinalphos 25 % EC,Banana
Quinalphos 25 % EC,Bengal gram
Quinalphos 25 % EC,Bhindi (Okra)
Quinalphos 25 % EC,Black gram
Quinalphos 25 % EC,Cauliflower
Quinalphos 25 % EC,Chilli
Quinalphos 25 % EC,Citrus
Quinalphos 25 % EC,French bean
Quinalphos 25 % EC,Groundnut
Quinalphos 25 % EC,Mustard
Quinalphos 25 % EC,Paddy (Rice)
Quinalphos 25 % EC,Pomegranate
Quinalphos 25 % EC,Red gram
Quinalphos 25 % EC,Sesamum
Quinalphos 25 % EC,Soybean
Quinalphos 25 % EC,Tea
Quinalphos 25 % EC,Tomato
Quinalphos 25 % EC,Wheat
Quinalphos 25 % Gel,Chilli
Quinalphos 25 % Gel,Paddy (Rice)
Quinclorac 250g/l SC,Rice
Quizalofop Ethyl 10% EC + Chlorimuron Ethyl 25% WP + Surfactant (0.2) (Herbicide) (Twin pack),Soyabean
Quizalofop ethyl 4% + Oxyfluorfen 6% EC,Onion
Quizalofop ethyl 7.5% + Imazethapyr 15% w/w EC,Black gram
Quizalofop ethyl 7.5% + Imazethapyr 15% w/w EC,Green gram
Quizalofop ethyl 7.5% + Imazethapyr 15% w/w EC,Groundnut
Quizalofop-ethyl 10% EC,Soyabean
Quizalofop-ethyl 10% EC,Soybean
Quizalofop-ethyl 5% EC,Black gram
Quizalofop-ethyl 5% EC,Cotton
Quizalofop-ethyl 5% EC,Groundnut
Quizalofop-ethyl 5% EC,Onion
Quizalofop-ethyl 5% EC,Rice
Quizalofop-ethyl 5% EC,Soybean
S-Bioallethrin 02.40 % Mosquitoes Mat,Ready to use household insecticide.
SPINOSAD 7.48% w/w TABLET,Domestic clean / potable
SPINOSAD 7.48% w/w TABLET,Regime of application
SPINOSAD 7.48% w/w TABLET,"cement tanks, barrels,"
SPINOSAD 7.48% w/w TABLET,containers
SPINOSAD 7.48% w/w TABLET,"containers, plastic barrels,"
SPINOSAD 7.48% w/w TABLET,"earthen pots, plastic"
SPINOSAD 7.48% w/w TABLET,overhead tanks and plastic
SPINOSAD 7.48% w/w TABLET,"waters, Clean water"
Saflufenacil 70.0% w/w WG,Areas
Saflufenacil 70.0% w/w WG,Tea
Sedaxane 12.61% w/w + Azoxystrobin 3.15% w/w + Thiamethoxam 22.06% w/w,Chickpea
Sedaxane 12.61% w/w + Azoxystrobin 3.15% w/w + Thiamethoxam 22.06% w/w,Chilli
Sedaxane 12.61% w/w + Azoxystrobin 3.15% w/w + Thiamethoxam 22.06% w/w,Cotton
Sedaxane 12.61% w/w + Azoxystrobin 3.15% w/w + Thiamethoxam 22.06% w/w,Grape
Sedaxane 12.61% w/w + Azoxystrobin 3.15% w/w + Thiamethoxam 22.06% w/w,Groundnut
Sedaxane 12.61% w/w + Azoxystrobin 3.15% w/w + Thiamethoxam 22.06% w/w,Potato
Sedaxane 12.61% w/w + Azoxystrobin 3.15% w/w + Thiamethoxam 22.06% w/w,Rice
Sedaxane 12.61% w/w + Azoxystrobin 3.15% w/w + Thiamethoxam 22.06% w/w,Soybean
Sedaxane 12.61% w/w + Azoxystrobin 3.15% w/w + Thiamethoxam 22.06% w/w,Wheat
Spinetoram 0.1% w/w RB,Maize
Spinetoram 11.70 % SC,Brinjal
Spinetoram 11.70 % SC,Chickpea
Spinetoram 11.70 % SC,Chilli
Spinetoram 11.70 % SC,Cotton
Spinetoram 11.70 % SC,Grapes
Spinetoram 11.70 % SC,Maize
Spinetoram 11.70 % SC,Mango
Spinetoram 11.70 % SC,Okra
Spinetoram 11.70 % SC,Red gram
Spinetoram 11.70 % SC,Rice
Spinetoram 11.70 % SC,Soybean
Spinetoram 11.70 % SC,Tomato
Spinetoram 5.66% + Methoxyfenozide 28.3% w/w SC,Blackgram
Spinetoram 5.66% + Methoxyfenozide 28.3% w/w SC,Cabbage
Spinetoram 5.66% + Methoxyfenozide 28.3% w/w SC,Cauliflower
Spinetoram 5.66% + Methoxyfenozide 28.3% w/w SC,Chilli
Spinetoram 5.66% + Methoxyfenozide 28.3% w/w SC,Rice
Spinosad 02.50 % SC,Cabbage &
Spinosad 02.50 % SC,Cauliflower
Spinosad 2.50% w/w GR,"Clean water containers,"
Spinosad 2.50% w/w GR,"Polluted water stagnant,"
Spinosad 2.50% w/w GR,and waste water drains
Spinosad 2.50% w/w GR,containers
Spinosad 2.50% w/w GR,drains cement lined âUâ
Spinosad 2.50% w/w GR,"plastic barrels, cement"
Spinosad 2.50% w/w GR,"pots, plastic overhead"
Spinosad 2.50% w/w GR,running / stagnant drains
Spinosad 2.50% w/w GR,"shaped drains, slow"
Spinosad 2.50% w/w GR,"tanks, and plastic"
Spinosad 2.50% w/w GR,"tanks, barrels, earthen"
Spinosad 20.62% w/w EC,Culex
Spinosad 20.62% w/w EC,"Polluted water stagnant,"
Spinosad 20.62% w/w EC,"Regime of application
Target Pests"
Spinosad 20.62% w/w EC,containers
Spinosad 20.62% w/w EC,drains cement lined âUâ
Spinosad 20.62% w/w EC,"pots, plastic overhead"
Spinosad 20.62% w/w EC,quinquefasciatus
Spinosad 20.62% w/w EC,"shaped drains, slow"
Spinosad 20.62% w/w EC,surface
Spinosad 20.62% w/w EC,"tanks, and plastic"
Spinosad 45 % SC,Brinjal
Spinosad 45 % SC,Chilli
Spinosad 45 % SC,Cotton
Spinosad 45 % SC,Grapes
Spinosad 45 % SC,Red gram
Spiromesifen 15% + Hexythiazox 2.2 % + Abamectin 1.15 % w/ SC,Blackgram
Spiromesifen 15% + Hexythiazox 2.2 % + Abamectin 1.15 % w/ SC,Chilli
Spiromesifen 22.90 % SC,Apple
Spiromesifen 22.90 % SC,Brinjal
Spiromesifen 22.90 % SC,Chilli
Spiromesifen 22.90 % SC,Cotton
Spiromesifen 22.90 % SC,Okra (Bhindi)
Spiromesifen 22.90 % SC,Tea
Spiromesifen 22.90 % SC,Tomato
Spiropidon 30% w/w + Acetamiprid 24% w/w WG,Cotton
Spiropidon 30% w/w + Acetamiprid 24% w/w WG,Grapes
Spiropidon 30% w/w + Acetamiprid 24% w/w WG,Paddy
Spiropidon 30% w/w + Acetamiprid 24% w/w WG,Tomato
Spirotetramat 11.01 % + Imidacloprid 11.01 % w/w SC,Brinjal
Spirotetramat 11.01 % + Imidacloprid 11.01 % w/w SC,Grapes
Spirotetramat 11.01 % + Imidacloprid 11.01 % w/w SC,Okra (Bhindi)
Spirotetramat 15.31 % w/w OD,Cabbage
Spirotetramat 15.31 % w/w OD,Chilli
Spirotetramat 15.31 % w/w OD,Citrus
Spirotetramat 15.31 % w/w OD,Cotton
Spirotetramat 15.31 % w/w OD,Grapes
Spirotetramat 15.31 % w/w OD,Okra
Sulfentrazone 19% + Pretilachlor 28.5% w/w SE,Rice
Sulfentrazone 19% + Pretilachlor 28.5% w/w SE,Transplanted
Sulfentrazone 28% + Clomazone 30% WP,Soybean
Sulfentrazone 28% + Clomazone 30% WP,Sugarcane
Sulfentrazone 39.6% w/w SC,Soybean
Sulfentrazone 39.6% w/w SC,Sugarcane
Sulfosulfuran 75%+ Metsulfuron Methyl 5%WG,Wheat
Sulfosulfuron 75% WG,Wheat
Sulfoxaflor 21.8 % w/w SC,Cabbage
Sulfoxaflor 21.8 % w/w SC,Cotton
Sulphur 80% WP,Apple
Sulphur 80% WP,Chillies &
Sulphur 80% WP,Citrus
Sulphur 80% WP,"Cowpea,"
Sulphur 80% WP,Grapes
Sulphur 80% WP,Groundnut
Sulphur 80% WP,Mango
Sulphur 80% WP,Moong/Urid
Sulphur 80% WP,Okra
Sulphur 80% WP,Pea
Sulphur 80% WP,Sorghum
Sulphur 80%WG,Apple
Sulphur 80%WG,Chilli
Sulphur 80%WG,"Cowpea,"
Sulphur 80%WG,Cumin
Sulphur 80%WG,Grapes
Sulphur 80%WG,"Guar, Pea"
Sulphur 80%WG,Mango
Sulphur 80%WG,Wheat
Sulphur 85% DP,Groundnut
Sulphur40%SC,Beans
Sulphur40%SC,Cumin
Sulphur40%SC,Grapes
Sulphur40%SC,Groundnut
Sulphur40%SC,Mango
Sulphur40%SC,Opium
Sulphur40%SC,Peas
Sulphur40%SC,Roses
TOLFENPYRAD 15% + BIFENTHRIN 7.5% SE,Cotton
TOLFENPYRAD 15% + BIFENTHRIN 7.5% SE,Paddy
TOLFENPYRAD 15% + BIFENTHRIN 7.5% SE,Transplanted
Tebuconazole 25.9%EC,Apple
Tebuconazole 25.9%EC,Cabbage
Tebuconazole 25.9%EC,Chilli
Tebuconazole 25.9%EC,Coffee
Tebuconazole 25.9%EC,Grape
Tebuconazole 25.9%EC,Groundnut
Tebuconazole 25.9%EC,Onion
Tebuconazole 25.9%EC,Pomegranate
Tebuconazole 25.9%EC,Rice
Tebuconazole 25.9%EC,Soybean
Tebuconazole 25.9%EC,Tomato
Tebuconazole 25.9%EC,Wheat
Tebuconazole 5.36% FS,Wheat
Tebuconazole 5.4% w/w FS,Chickpea
Tebuconazole 5.4% w/w FS,Groundnut
Tebuconazole 5.4% w/w FS,Wheat
Tebufenpyrad 20% WP,Cotton
Tebufenpyrad 20% WP,Tea
Tebufenpyrad 20% WP,Tomato
Tembotrione 34.4% SC,Maize
Tembotrione 34.4% SC,Tea
Tembotrione 34.4% SC,Wheat
Tembotrione 9% + Atrazine 45% WG,Maize
Temephos 1% granules,Cyclops Sp
Temephos 1% granules,"Ponds, Step wells"
Temephos 50 % EC,Breeding
Temephos 50 % EC,Mosquito
Temephos 50 % EC,Mosquitoes larvae
Temephos 50 % EC,"Ponds, Step wells"
Temephos 50 % EC,Regime of
Temephos 50 % EC,"and other,"
Temephos 50 % EC,application
Temephos 50 % EC,areas.
Temephos 50 % EC,"ditches,canals"
Temephos 50 % EC,"drainage,"
Temephos 50 % EC,larval
Temephos 50 % EC,"ponds,"
Temephos 50 % EC,"swamps,"
Temephos 50 % EC,"treatment area,"
Tetraconazole 3.8% w/w EW,Cotton
Tetraconazole 3.8% w/w EW,Grape
Tetraconazole 3.8% w/w EW,Mango
Tetraconazole 3.8% w/w EW,Tea
Tetraconazole 3.8% w/w EW,Watermelon
Tetraniliprole 0.4 % w/w + Fipronil 0.6 % w/w GR,Brinjal
Tetraniliprole 0.4 % w/w + Fipronil 0.6 % w/w GR,Cabbage
Tetraniliprole 0.4 % w/w + Fipronil 0.6 % w/w GR,Chilli
Tetraniliprole 0.4 % w/w + Fipronil 0.6 % w/w GR,Okra
Tetraniliprole 0.4 % w/w + Fipronil 0.6 % w/w GR,Paddy
Tetraniliprole 0.4 % w/w + Fipronil 0.6 % w/w GR,Rice
Tetraniliprole 0.4 % w/w + Fipronil 0.6 % w/w GR,Sugarcane
Tetraniliprole 0.4 % w/w + Fipronil 0.6 % w/w GR,Tea
Tetraniliprole 0.4 % w/w + Fipronil 0.6 % w/w GR,Tomato
Tetraniliprole 18.18% w/w SC,Rice
Tetraniliprole 18.18% w/w SC,Soybean
Tetraniliprole 18.18% w/w SC,Tomato
Tetraniliprole 40.34% FS,Maize
Tetraniliprole 40.34% FS,Rice
Thiacloprid 21.70 % SC,Cotton
Thiacloprid 21.70 % SC,Paddy (Rice)
Thiacloprid 21.70 % SC,Rice
Thiamethoxam 0.4% + Bifenthrin 0.8% GR,Groundnut
Thiamethoxam 00.01 % w/w Gel Bait,(Camponotus spp.)
Thiamethoxam 00.01 % w/w Gel Bait,Black Carpenter Ants
Thiamethoxam 00.01 % w/w Gel Bait,Insect/Pest
Thiamethoxam 00.01 % w/w Gel Bait,No.
Thiamethoxam 00.01 % w/w Gel Bait,meter)
Thiamethoxam 00.01 % w/w Gel Bait,spotsper
Thiamethoxam 00.01 % w/w Gel Bait,square
Thiamethoxam 00.90 % + Fipronil 00.20 % w/w GR,Ground nut
Thiamethoxam 00.90 % + Fipronil 00.20 % w/w GR,Sugarcane
Thiamethoxam 1.2% W/W G.R,Apple
Thiamethoxam 1.2% W/W G.R,Brinjal
Thiamethoxam 1.2% W/W G.R,Chilli
Thiamethoxam 1.2% W/W G.R,Groundnut
Thiamethoxam 1.2% W/W G.R,Rice
Thiamethoxam 1.2% W/W G.R,Soybean
Thiamethoxam 1.2% W/W G.R,Sugarcane
Thiamethoxam 1.2% W/W G.R,Tea
Thiamethoxam 1.25% + Fipronil 1.25% + Chlorantraniliprole 0.60% w/w GR,Paddy (Rice)
Thiamethoxam 1.25% + Fipronil 1.25% + Chlorantraniliprole 0.60% w/w GR,Sugarcane
Thiamethoxam 30 % FS,Chilli
Thiamethoxam 30 % FS,Cotton
Thiamethoxam 30 % FS,Groundnut
Thiamethoxam 30 % FS,Maize
Thiamethoxam 30 % FS,Okra (Bhindi)
Thiamethoxam 30 % FS,Rice (Paddy)
Thiamethoxam 30 % FS,Sorghum
Thiamethoxam 30 % FS,Soybean
Thiamethoxam 30 % FS,Sunflower
Thiamethoxam 30 % FS,Tomato
Thiamethoxam 30 % FS,Wheat
Thiamethoxam 75 % w/w SG,Brinjal
Thiamethoxam 75 % w/w SG,Foliar application
Thiamethoxam 75 % w/w SG,Groundnut
Thiamethoxam 75 % w/w SG,Rice (Paddy)
Thiamethoxam 75 % w/w SG,Sugarcane
Thiamethoxam 75 % w/w SG,Tea
Thifluzamide 15% +  Difenoconazole 20% SC,Paddy
Thifluzamide24%SC,Potato
Thifluzamide24%SC,Rice (Paddy)
Thifluzamide24%SC,Tomato
Thiocyclam Hydrogen Oxalate 3.0% + Clothianidin 1.2% GR,Paddy
Thiocyclam Hydrogen Oxalate 3.0% + Clothianidin 1.2% GR,Paddy (Rice)
Thiocyclam Hydrogen Oxalate 50% SP,Rice
Thiodicarb 75 % WP,Black gram
Thiodicarb 75 % WP,Brinjal
Thiodicarb 75 % WP,Cabbage
Thiodicarb 75 % WP,Chilli
Thiodicarb 75 % WP,Cotton
Thiodicarb 75 % WP,Pigeon Pea
Thiophanate Methyl 70%WP,Apple
Thiophanate Methyl 70%WP,Bottle gourd
Thiophanate Methyl 70%WP,Cotton
Thiophanate Methyl 70%WP,Grapes
Thiophanate Methyl 70%WP,Papaya
